iter	MultiClass
302	0.2851151395
303	0.2849402813
304	0.2847352013
305	0.2845530382
306	0.2842758124
307	0.284005779
308	0.2838866652
309	0.2836585634
310	0.2834621883
311	0.2833705147
312	0.2829121796
313	0.2826371262
314	0.2824254855
315	0.2822000229
316	0.2819367055
317	0.2817804212
318	0.2815000285
319	0.2813128376
320	0.2811620311
321	0.2809834637
322	0.280901197
323	0.2807798602
324	0.2805417514
325	0.2803379826
326	0.2798307409
327	0.2796755208
328	0.2795676393
329	0.2793950149
330	0.2791958151
331	0.2790258173
332	0.2788880424
333	0.2786548011
334	0.2784577218
335	0.2782812786
336	0.2779584814
337	0.2778297784
338	0.2777170744
339	0.2775924834
340	0.2774348468
341	0.2772675087
342	0.2771489266
343	0.2770645413
344	0.2768387259
345	0.2766995688
346	0.2764639065
347	0.2763147586
348	0.2761377012
349	0.2760198368
350	0.2758079026
351	0.2756655315
352	0.2754559692
353	0.275383129
354	0.2752789793
355	0.2750920343
356	0.2749849298
357	0.2748450082
358	0.2747237323
359	0.2746469198
360	0.2745703705
361	0.2745027897
362	0.2744022041
363	0.2741319092
364	0.2739609072
365	0.2737165983
366	0.2736231581
367	0.2733261226
368	0.2731613246
369	0.2730111305
370	0.2728368508
371	0.2726635971
372	0.272580415
373	0.2724115237
374	0.272187124
375	0.2720510296
376	0.2719342916
377	0.27177652
378	0.2716299589
379	0.271514498
380	0.2713957202
381	0.271116413
382	0.2709718799
383	0.2707425699
384	0.2705224821
385	0.2704055483
386	0.2703010745
387	0.2700587057
388	0.2699352008
389	0.269751131
390	0.2695745036
391	0.2694493486
392	0.2692589447
393	0.2691096657
394	0.268994367
395	0.2688402019
396	0.2687758484
397	0.2684917846
398	0.2684314017
399	0.2682398181
400	0.2681311094
401	0.2679302981
402	0.2677384848
403	0.2675924315
404	0.267465093
405	0.2673490009
406	0.2671260891
407	0.2670238883
408	0.2668852498
409	0.266759177
410	0.2665266229
411	0.2663977667
412	0.2662489423
413	0.2660569116
414	0.2658595946
415	0.2656922264
416	0.2654575572
417	0.2653772736
418	0.265228106
419	0.2649212134
420	0.2648405809
421	0.2646344058
422	0.2644859833
423	0.264374782
424	0.2642831445
425	0.2641042625
426	0.2639677513
427	0.2637870879
428	0.2637250558
429	0.2634956703
430	0.2633722258
431	0.2632876593
432	0.2631879685
433	0.2630466589
434	0.2628715583
435	0.2627569755
436	0.2626533376
437	0.2625383714
438	0.2624169998
439	0.2622698612
440	0.2620104514
441	0.2619209526
442	0.2617316023
443	0.2615997953
444	0.2614490511
445	0.2613428991
446	0.2611828272
447	0.2610522001
448	0.2608542949
449	0.2607009588
450	0.2606080679
451	0.2603379211
452	0.2601723108
453	0.2600246993
454	0.2599212075
455	0.2598299242
456	0.2597087566
457	0.2595372914
458	0.2593886527
459	0.2592269049
460	0.2590432132
461	0.2589653702
462	0.2588927092
463	0.2587831377
464	0.258603525
465	0.258463035
466	0.258370131
467	0.2582951327
468	0.2581740965
469	0.2580371412
470	0.2579533456
471	0.257815975
472	0.2577042134
473	0.2575948488
474	0.2575316272
475	0.2572752498
476	0.2571618805
477	0.256907453
478	0.2568441045
479	0.2567862083
480	0.2566755763
481	0.2565372853
482	0.2564328354
483	0.2563184214
484	0.2561738561
485	0.2560893677
486	0.2559901224
487	0.2559196656
488	0.2558197473
489	0.2555971634
490	0.2554649324
491	0.2553775103
492	0.2552987746
493	0.2551970429
494	0.255104298
495	0.25497023
496	0.2548427521
497	0.2547722313
498	0.2546647356
499	0.2545230202
500	0.2544285658
501	0.2543463793
502	0.2542840736
503	0.2541969606
504	0.254043981
505	0.2539058762
506	0.2538255303
507	0.2536169686
508	0.2534747431
509	0.2534078559
510	0.253308758
511	0.2531571931
512	0.2530288288
513	0.2528760873
514	0.2527963217
515	0.2527155176
516	0.2526233182
517	0.2524764074
518	0.2523863113
519	0.252261557
520	0.2521151405
521	0.2519230434
522	0.2518557321
523	0.2517624616
524	0.2516909931
525	0.2515734203
526	0.251386111
527	0.2511773126
528	0.2510727347
529	0.2508841493
530	0.2507650923
531	0.2506674985
532	0.250519703
533	0.2502489351
534	0.2501648325
535	0.250068819
536	0.2500069014
537	0.2498071015
538	0.2495741526
539	0.2494206904
540	0.2493439954
541	0.2492131889
542	0.2490826279
543	0.2490039444
544	0.248831508
545	0.2487460629
546	0.2486669522
547	0.2485150779
548	0.2484260801
549	0.2482976378
550	0.2481463984
551	0.2480030806
552	0.2479387339
553	0.2478862161
554	0.2477771218
555	0.2476286366
556	0.2475505114
557	0.2474115277
558	0.247308623
559	0.2471763894
560	0.2470252835
561	0.2468937191
562	0.2467977052
563	0.2466227122
564	0.2465193247
565	0.2463339888
566	0.2462677641
567	0.2462261347
568	0.2460602201
569	0.2459892281
570	0.2459427186
571	0.245869158
572	0.2457604155
573	0.2456615516
574	0.2456016446
575	0.2454915796
576	0.2454057047
577	0.2453471005
578	0.2451618221
579	0.2450577177
580	0.2449707909
581	0.2448716115
582	0.2448137376
583	0.2447288165
584	0.2446835578
585	0.2444867323
586	0.2444303718
587	0.2443082183
588	0.2440942689
589	0.2440437359
590	0.2438832283
591	0.2438260147
592	0.2437030475
593	0.2436627847
594	0.2435497273
595	0.2434637717
596	0.2433322027
597	0.2432571203
598	0.2431180614
599	0.2430017496
600	0.242858325
601	0.2427361435
602	0.2426721981
603	0.2425746524
604	0.2424899126
605	0.2424362426
606	0.2423502884
607	0.2422544586
608	0.2421336803
609	0.2420599451
610	0.2420169355
611	0.241944651
612	0.2418293688
613	0.2417486841
614	0.2416634482
615	0.2416165832
616	0.24149617
617	0.2413934982
618	0.241329467
619	0.2411765499
620	0.2410274003
621	0.2409650219
622	0.2408269204
623	0.2406430481
624	0.2405638322
625	0.2405088918
626	0.2403583549
627	0.2402855354
628	0.2401568728
629	0.240104193
630	0.2400768846
631	0.2399921401
632	0.2398709649
633	0.2397970128
634	0.2396924048
635	0.239624073
636	0.2394847818
637	0.239417047
638	0.2393532922
639	0.2393267793
640	0.2392096584
641	0.2391287166
642	0.2390158884
643	0.2388396513
644	0.2387696473
645	0.238713996
646	0.2385853462
647	0.2385112069
648	0.2384161205
649	0.2383035004
650	0.2381498044
651	0.2380395535
652	0.2379383445
653	0.2378433586
654	0.2376485793
655	0.2375560027
656	0.2374520805
657	0.237413325
658	0.2373632256
659	0.2372901754
660	0.2372075022
661	0.2371037294
662	0.2370304349
663	0.2369944976
664	0.2368557737
665	0.2367790005
666	0.2366783774
667	0.2365304151
668	0.2364809065
669	0.2364360839
670	0.2363650483
671	0.2362688555
672	0.2360733773
673	0.235911566
674	0.2357732316
675	0.2356859257
676	0.2356370687
677	0.2355681254
678	0.2354979117
679	0.2354290185
680	0.235370983
681	0.2352540501
682	0.2351134216
683	0.2350185272
684	0.2349651218
685	0.2348633059
686	0.2347836793
687	0.2347247903
688	0.2346820018
689	0.2346436434
690	0.2345223735
691	0.2344008913
692	0.2343275017
693	0.2341816847
694	0.2341344105
695	0.2341049454
696	0.2340070808
697	0.2339480964
698	0.2337356352
699	0.2336598955
700	0.2335387523
701	0.2333682521
702	0.2331950199
703	0.2331296899
704	0.2329896358
705	0.2329196929
706	0.2328316254
707	0.2327981049
708	0.2326723765
709	0.2326211781
710	0.2325771443
711	0.2324257713
712	0.232349394
713	0.2322401262
714	0.2321576183
715	0.2320551807
716	0.2319572883
717	0.2318393118
718	0.2317896424
719	0.2317406594
720	0.2315764615
721	0.2314505684
722	0.2313480527
723	0.2312497819
724	0.2312031322
725	0.231156889
726	0.231118727
727	0.2309703354
728	0.2309147763
729	0.2307481817
730	0.2306175958
731	0.2305241688
732	0.2304608299
733	0.2304202157
734	0.2303128937
735	0.2301967469
736	0.2301231009
737	0.2300677446
738	0.2299983961
739	0.2298859915
740	0.2298224452
741	0.2297682254
742	0.2297165576
743	0.2296025757
744	0.229510664
745	0.2294432027
746	0.2293365973
747	0.229256238
748	0.2291621178
749	0.2290736708
750	0.2290063436
751	0.2288731845
752	0.2286930947
753	0.2286086573
754	0.2285333801
755	0.2284901561
756	0.2284014814
757	0.2283263083
758	0.2282525618
759	0.2281768837
760	0.2281044682
761	0.2280210473
762	0.2278994712
763	0.2276829313
764	0.2275565117
765	0.227494325
766	0.2273485928
767	0.2272678951
768	0.2272113057
769	0.2271499605
770	0.2270744762
771	0.2268705356
772	0.226733449
773	0.2266521458
774	0.2265864516
775	0.2265334005
776	0.2264389488
777	0.2263512649
778	0.2262913433
779	0.2262493921
780	0.2262091934
781	0.2261830226
782	0.2260533618
783	0.2260053532
784	0.2258817551
785	0.2258047976
786	0.2257171433
787	0.2256645901
788	0.2255370051
789	0.2254718086
790	0.2253945441
791	0.2253247651
792	0.2252295212
793	0.2251384678
794	0.225043988
795	0.2249308501
796	0.2248462719
797	0.2247857104
798	0.2246373068
799	0.2245747027
800	0.224484088
801	0.2244525417
802	0.2243799071
803	0.2243220319
804	0.224214974
805	0.2240973421
806	0.2240572167
807	0.2240121231
808	0.2239219826
809	0.2238839726
810	0.2237746862
811	0.2237366257
812	0.2236176583
813	0.2235646151
814	0.2235125066
815	0.223442381
816	0.2233482527
817	0.2232826894
818	0.2232012262
819	0.2231477268
820	0.2230966759
821	0.2230169963
822	0.2229850617
823	0.2229322555
824	0.2228732003
825	0.2228220565
826	0.2227100053
827	0.2226433694
828	0.2225697737
829	0.2225179189
830	0.2224718483
831	0.2224059941
832	0.2223565301
833	0.2222830029
834	0.2222112244
835	0.2221467173
836	0.2221009221
837	0.2219699422
838	0.2219000203
839	0.2218495612
840	0.2217432613
841	0.2216659412
842	0.2216257751
843	0.2215142701
844	0.221464548
845	0.2214115078
846	0.221336093
847	0.2212534856
848	0.2212084072
849	0.2211460263
850	0.2210773045
851	0.2210445998
852	0.2209786028
853	0.2208144669
854	0.2207722053
855	0.220710723
856	0.2206223902
857	0.2206009752
858	0.220504562
859	0.2204706705
860	0.2204070268
861	0.2203649009
862	0.2203010623
863	0.2202483285
864	0.2202076114
865	0.2200421779
866	0.219981598
867	0.2199130478
868	0.2197779637
869	0.2196544914
870	0.2196026227
871	0.219484212
872	0.2194165759
873	0.2193669204
874	0.219262274
875	0.2191977737
876	0.2191349693
877	0.2190758532
878	0.218994884
879	0.2188847982
880	0.2188339879
881	0.218806003
882	0.2187515469
883	0.2187025182
884	0.2186709271
885	0.2186254864
886	0.2185638422
887	0.2184887656
888	0.2183671083
889	0.21825927
890	0.2182056427
891	0.2181542731
892	0.2180746813
893	0.2180072241
894	0.2178786863
895	0.2177734545
896	0.2177169239
897	0.2176686402
898	0.2175917462
899	0.2174833934
900	0.2174261542
901	0.2173416589
902	0.2172830367
903	0.2172499718
904	0.2171753864
905	0.2170985881
906	0.2169943789
907	0.2168789815
908	0.2167817852
909	0.2167293449
910	0.2166569896
911	0.2165736992
912	0.2165070886
913	0.2164631844
914	0.2164263443
915	0.2163968487
916	0.2162728584
917	0.2161182214
918	0.2160589639
919	0.2160256406
920	0.2159175534
921	0.2158726283
922	0.2158193721
923	0.2157790815
924	0.2155926952
925	0.2154881651
926	0.2154177829
927	0.2153194023
928	0.2152791229
929	0.21519752
930	0.2151157139
931	0.2150620141
932	0.2149712021
933	0.2149182569
934	0.2147961377
935	0.2147069839
936	0.2146580713
937	0.2145829193
938	0.2144234484
939	0.2142558838
940	0.2141650351
941	0.214129249
942	0.2140512859
943	0.2140231197
944	0.2139961663
945	0.2139254568
946	0.2138159688
947	0.2137734426
948	0.2136729664
949	0.2136135118
950	0.2135737547
951	0.2135149198
952	0.2134355554
953	0.2134123622
954	0.2133130439
955	0.2132160787
956	0.2131470701
957	0.2131271861
958	0.2130397782
959	0.2129525416
960	0.2128845215
961	0.2128053328
962	0.2127032582
963	0.2126581581
964	0.2126255176
965	0.2125561881
966	0.2125094197
967	0.2124286003
968	0.2123799496
969	0.2123139057
970	0.2122606522
971	0.2121449524
972	0.2120837426
973	0.2120259062
974	0.2119717376
975	0.2118939969
976	0.2118033395
977	0.2116989158
978	0.2116319948
979	0.2114260094
980	0.2113762011
981	0.2113295737
982	0.2112389999
983	0.2111712285
984	0.2111189145
985	0.211036798
986	0.2109970033
987	0.2109172966
988	0.2108031515
989	0.2107521236
990	0.2105991462
991	0.210553652
992	0.2104843366
993	0.2104070831
994	0.2103348969
995	0.2103043184
996	0.210234561
997	0.2101789216
998	0.2101056792
999	0.2100654438
